language	member_id	form	pos	branch_gloss	layer	candidate	core_or_root_reading	support_root	classical_sources	licensed_rules	score	status
ancient_greek	kaikki_ancient_greek:29143:en-γαλάκτιον-grc-noun-jCiXPLtO	γαλάκτιον	noun	fancy bread made with milk	nucleus	تم	التميز الشيء مستقلا	يتم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.204124	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:26520:en-δαιτροσύνη-grc-noun-UBEYNzYn	δαιτροσύνη	noun	art of carving meat into portions	nucleus	ضز	هو تضاغط الشيء أو انضغاطه بشدة واكتناز	ضوز	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	SIB-03	0.150756	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:2365:en-Γλαύκων-grc-name-yTngFcNL	Γλαύκων	name	a male given name, Glaucon	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.140028	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:26520:en-δαιτροσύνη-grc-noun-UBEYNzYn	δαιτροσύνη	noun	art of carving meat into portions	nucleus	ضن	هو لزوم الشيء حيزه أي بقاؤه داخله لا يبرحه	وضن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.125000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:18472:en-γλωχίς-grc-noun-XnNiqlBl	γλωχίς	noun	projecting point	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.123091	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:2367:en-Γοβρύας-grc-name-VIJbY2Y8	Γοβρύας	name	a male given name from Old Persian, equivalent to English Gobryas	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.110432	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:31362:en-Γωβρύης-grc-name-j~2V0KGx	Γωβρύης	name	a male given name from Old Persian, equivalent to English Gobryes	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.110432	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:29716:en-γεγενημένος-grc-verb-yAsYny7C	γεγενημένος	verb	perfect mediopassive participle of γίγνομαι (gígnomai)	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.102062	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:906:en-ἀγών-grc-noun-3thbkuIr	ἀγών	noun	a gathering, an assembly	nucleus	جم	التجمع والكثرة	جمع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.500000	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:6849:en-γενεαλογέω-grc-verb-5~pt0iOM	γενεαλογέω	verb	to trace ancestry, make a pedigree	nucleus	قل	الرفع بصورة من الصور	قلب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:42555:en-γέμω-grc-verb-UJMFQxq7	γέμω	verb	to be full (of)	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.204124	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:874:en-γλῶσσα-grc-noun-2gvi4bUS	γλῶσσα	noun	the tongue	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.174078	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15034:en-ἀγαλλιᾶσθαι-grc-verb-So1ulQe7	ἀγαλλιᾶσθαι	verb	present mediopassive infinitive contracted of ἀγαλλιάω (agalliáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.169031	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15313:en-ἀγανακτούμενος-grc-verb-U5hiZHna	ἀγανακτούμενος	verb	present mediopassive participle contracted of ἀγανακτέω (aganaktéō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.169031	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15183:en-ἀγανακτῶν-grc-verb-D-b-dtSy	ἀγανακτῶν	verb	present active participle contracted of ἀγανακτέω (aganaktéō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.169031	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15311:en-ἀγανακτεῖν-grc-verb-w~Rea05M	ἀγανακτεῖν	verb	present active infinitive contracted of ἀγανακτέω (aganaktéō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.169031	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15312:en-ἀγανακτεῖσθαι-grc-verb-hPfMGLYm	ἀγανακτεῖσθαι	verb	present mediopassive infinitive contracted of ἀγανακτέω (aganaktéō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.169031	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15314:en-ἀγανακτοῦσα-grc-verb-XHJF1viP	ἀγανακτοῦσα	verb	nominative/vocative feminine singular contracted of ἀγανακτῶν (aganaktôn)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.154303	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:9934:en-γυμνάσιον-grc-noun-8ON0uK~G	γυμνάσιον	noun	bodily exercises	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.144338	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15030:en-ἀγαλλιῷντο-grc-verb-2Vl30tuT	ἀγαλλιῷντο	verb	third-person plural present mediopassive optative contracted of ἀγαλλιάω (agalliáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:13842:en-γονυπετής-grc-adj-Qh7JW5Fy	γονυπετής	adj	on bended knee, falling on the knee	nucleus	بط	التجمع الرخو المكتنز مع الشق عنه أو قطعه	بطش	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15458:en-ἀγαπᾶσθαι-grc-verb-Z6lVzE1y	ἀγαπᾶσθαι	verb	present mediopassive infinitive contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.169031	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:13849:en-γονυπετῶν-grc-verb-1JEtL9bD	γονυπετῶν	verb	present active participle of γονῠπετῶ (gonŭpetô), contracted form of γονῠπετέων (gonŭpetéōn)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.154303	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15454:en-ἀγαπῷντο-grc-verb-h2Nja2RS	ἀγαπῷντο	verb	third-person plural present mediopassive optative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15493:en-ἠγαπῶντο-grc-verb-4SKVY8ez	ἠγαπῶντο	verb	third-person plural imperfect mediopassive indicative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15439:en-ἀγαπώντων-grc-verb-bvkR3Al0	ἀγαπώντων	verb	third-person plural present active imperative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15453:en-ἀγαπῷσθε-grc-verb-C4rhkeOw	ἀγαπῷσθε	verb	second-person plural present mediopassive optative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15455:en-ἀγαπάσθω-grc-verb-8NV64RLB	ἀγαπάσθω	verb	third-person singular present mediopassive imperative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15492:en-ἠγαπᾶσθε-grc-verb-zENiySrJ	ἠγαπᾶσθε	verb	second-person plural imperfect mediopassive indicative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15450:en-ἀγαπῷσθον-grc-verb-d5oqdf-C	ἀγαπῷσθον	verb	second-person dual present mediopassive optative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15451:en-ἀγαπῴσθην-grc-verb-cTerUn8M	ἀγαπῴσθην	verb	third-person dual present mediopassive optative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:15489:en-ἠγαπᾶσθον-grc-verb-JHUxuiQ0	ἠγαπᾶσθον	verb	second-person dual imperfect mediopassive indicative contracted of ἀγαπάω (agapáō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:31132:en-ἄγαρρις-grc-noun-4EiqCUnY	ἄγαρρις	noun	Hesychius gives the definition as: ἄθροισις (áthroisis, “gathering, collecting”).	nucleus	جز	التميز والانفصال في الكتلة	جزع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	SIB-03	0.204124	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:4559:en-γῦρος-grc-noun-a3rdM7G8	γῦρος	noun	ring, circle	nucleus	كر	التركز تكرارًا ومعاودة أو بقاء طويلًا لحصول النفع	كرس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.176777	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:4559:en-γῦρος-grc-noun-a3rdM7G8	γῦρος	noun	ring, circle	root	كرس	كرس7 اِنْكَرَسَ فِى الشَّىْءِ He entered into the thing and concealed himself. (IKtt, in TA, art. نمس.) كُرْسِىُّ الخَاتَمِ (T, K, art. بظر) The bezel of the ring. (TK.) كِرْسَنَّةٌ, thus written: (TA:) [Bitter vetch:] see خَانِقٌ.كِرْسِنِىٌّ [or كَرْسَنِىٌّ]…	كرس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.176777	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:16580:en-ἀγερεῖσθαι-grc-verb-SWG8otXR	ἀγερεῖσθαι	verb	future middle infinitive contracted of ἀγείρω (ageírō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.169031	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:1415:en-Γερμανία-grc-name-H1ZHcCvv	Γερμανία	name	Germania (an ancient region of Central Europe, roughly corresponding to modern Germany)	nucleus	قب	النتوء مع تجوف وصلابة تحيط بنصف الشيء	قبض	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.166667	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:77:en-γράμμα-grc-noun-9DEbtu75	γράμμα	noun	that which is written, that which is drawn, picture	nucleus	كر	التركز تكرارًا ومعاودة أو بقاء طويلًا لحصول النفع	كرس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.144338	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:16570:en-ἀγεροῦνται-grc-verb-0cULm0VG	ἀγεροῦνται	verb	third-person plural future middle indicative contracted of ἀγείρω (ageírō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:16578:en-ἀγεροῖντο-grc-verb-hfqjh8c6	ἀγεροῖντο	verb	third-person plural future middle optative contracted of ἀγείρω (ageírō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:16569:en-ἀγερεῖσθε-grc-verb-WUfu-oSd	ἀγερεῖσθε	verb	second-person plural future middle indicative contracted of ἀγείρω (ageírō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:16577:en-ἀγεροῖσθε-grc-verb-I9XYarrY	ἀγεροῖσθε	verb	second-person plural future middle optative contracted of ἀγείρω (ageírō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:16574:en-ἀγεροῖσθον-grc-verb-tGZfrr4s	ἀγεροῖσθον	verb	second-person dual future middle optative contracted of ἀγείρω (ageírō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
ancient_greek	kaikki_ancient_greek:16545:en-ἀγερεῖτε-grc-verb-gvC0ZxAc	ἀγερεῖτε	verb	second-person plural future active indicative contracted of ἀγείρω (ageírō)	nucleus	كت	تداخل الشيء بعضه في بعض فيدق وينحصر	كتب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.142857	REVIEW-CANDIDATE-NOT-VERDICT
